Rank,University Name ,ranking-institution-title href,Location,sdg-score-multi__number,sdg-score-multi__value,sdg-score-multi__number 2,sdg-score-multi__value 2,sdg-score-multi__number 3,sdg-score-multi__value 3,sdg-score-multi__value 4,scores,sdg-score-multi__number 5,sdg-score-multi__value 5,sdg-score-multi__number 6,sdg-score-multi__value 6,sdg-score-multi__number 7,sdg-score-multi__value 7,sdg-score-multi__number 8,sdg-score-multi__value 8
801–1000,Universiti Tun Hussein Onn Malaysia (UTHM),https://www.timeshighereducation.com/world-university-rankings/universiti-tun-hussein-onn-malaysia-uthm,Malaysia,11,38.5–52.3,,,1,54.5–60.1,53.4–61.0,53.9–59.6,,,7,38.7–51.8,,,,
801–1000,Üsküdar University,https://www.timeshighereducation.com/world-university-rankings/uskudar-university,Turkey,10,40.0–51.7,,,,,1.5–45.2,53.9–59.6,5,43.7–51.5,,,,,,
801–1000,Uttaradit Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/uttaradit-rajabhat-university-0,Thailand,,,,,,,1.5–45.2,53.9–59.6,5,51.6–56.0,7,38.7–51.8,,,4,51.0–58.6
801–1000,Uzhhorod National University,https://www.timeshighereducation.com/world-university-rankings/uzhhorod-national-university,Ukraine,16,63.7–69.9,,,,,45.3–53.3,53.9–59.6,3,44.7–54.5,7,38.7–51.8,,,,
801–1000,University of Vaasa,https://www.timeshighereducation.com/world-university-rankings/university-vaasa,Finland,16,45.2–58.6,8,57.8–62.2,13,48.0–56.4,45.3–53.3,53.9–59.6,,,,,,,,
801–1000,Voronezh State University,,,8,57.8–62.2,16,44.7–54.5,3,1.5–45.2,,53.9–59.6,,,,,,,,
801–1000,University of West Attica,https://www.timeshighereducation.com/world-university-rankings/university-west-attica,Greece,9,17.2–33.8,,,,,45.3–53.3,53.9–59.6,,,,,,,3,80.7
801–1000,Universitas Yarsi,https://www.timeshighereducation.com/world-university-rankings/universitas-yarsi,Indonesia,,,,,,,45.3–53.3,53.9–59.6,3,54.7–63.8,5,61.5–66.9,,,,
801–1000,Zhytomyr Polytechnic State University,https://www.timeshighereducation.com/world-university-rankings/zhytomyr-polytechnic-state-university,Ukraine,,,,,16,58.7–63.6,45.3–53.3,53.9–59.6,6,0.7–24.6,,,8,66.4–71.5,,
801–1000,Ziauddin University,https://www.timeshighereducation.com/world-university-rankings/ziauddin-university,Pakistan,4,43.6–50.9,,,,,45.3–53.3,53.9–59.6,,,5,56.1–61.4,,,3,68.3–73.4
1001+,Université 8 Mai 1945 Guelma,https://www.timeshighereducation.com/world-university-rankings/universite-8-mai-1945-guelma,Algeria,,,1,38.2–49.4,,,1.5–45.2,7.9–53.8,,,,,,,4,51.0–58.6
1001+,University Abdelhamid Ibn Badis Mostaganem,https://www.timeshighereducation.com/world-university-rankings/university-abdelhamid-ibn-badis-mostaganem,Algeria,,,4,2.8–35.7,10,3.9–25.5,1.5–45.2,7.9–53.8,,,,,,,5,34.4–43.6
1001+,Abdelmalek Essaâdi University,https://www.timeshighereducation.com/world-university-rankings/abdelmalek-essaadi-university,Morocco,,,15,47.8–59.4,6,49.3–57.0,45.3–53.3,7.9–53.8,,,,,,,,
1001+,Abdul Wali Khan University Mardan,https://www.timeshighereducation.com/world-university-rankings/abdul-wali-khan-university-mardan,Pakistan,,,,,1,38.2–49.4,61.1–70.5,7.9–53.8,8,48.4–57.7,,,,,,
1001+,University of Abou Bekr Belkaïd Tlemcen,https://www.timeshighereducation.com/world-university-rankings/university-abou-bekr-belkaid-tlemcen,Algeria,1,49.5–54.4,,,8,1.4–35.6,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Academic City University College,https://www.timeshighereducation.com/world-university-rankings/academic-city-university-college,Ghana,,,1,23.3–38.1,,,1.5–45.2,7.9–53.8,4,2.8–35.7,8,35.7–48.3,,,,
1001+,Ac?badem University,https://www.timeshighereducation.com/world-university-rankings/acibadem-university,Turkey,5,43.7–51.5,8,1.4–35.6,3,73.5–78.9,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Ada Kent University,https://www.timeshighereducation.com/world-university-rankings/ada-kent-university,Northern Cyprus,,,,,11,20.9–38.4,1.5–45.2,7.9–53.8,,,4,43.6–50.9,5,22.1–34.3,,
1001+,"Adam Mickiewicz University, Pozna?",https://www.timeshighereducation.com/world-university-rankings/adam-mickiewicz-university-poznan,Poland,13,25.7–41.3,,,,,61.1–70.5,7.9–53.8,,,,,10,57.6–65.1,4,35.8–43.5
1001+,Air University,https://www.timeshighereducation.com/world-university-rankings/air-university,Pakistan,11,52.5–60.0,,,5,51.6–56.0,1.5–45.2,7.9–53.8,,,,,8,35.7–48.3,,
1001+,Ajeenkya DY Patil University,https://www.timeshighereducation.com/world-university-rankings/ajeenkya-dy-patil-university,India,,,16,29.1–45.0,,,1.5–45.2,7.9–53.8,7,11.1–38.6,,,5,22.1–34.3,,
1001+,Tashkent Metropolitan University,https://www.timeshighereducation.com/world-university-rankings/tashkent-metropolitan-university,Uzbekistan,,,,,1,49.5–54.4,1.5–45.2,7.9–53.8,8,35.7–48.3,,,,,,
1001+,Akhmet Yassawi University,https://www.timeshighereducation.com/world-university-rankings/akhmet-yassawi-university,Kazakhstan,3,54.7–63.8,,,,,45.3–53.3,7.9–53.8,,,8,35.7–48.3,,,4,43.6–50.9
1001+,Al Akhawayn University,https://www.timeshighereducation.com/world-university-rankings/al-akhawayn-university,Morocco,,,1,23.3–38.1,13,1.8–25.6,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Al al-Bayt University,https://www.timeshighereducation.com/world-university-rankings/al-al-bayt-university,Jordan,7,11.1–38.6,,,,,1.5–45.2,7.9–53.8,,,6,0.7–24.6,,,4,51.0–58.6
1001+,Al-Ameed University,https://www.timeshighereducation.com/world-university-rankings/al-ameed-university,Iraq,,,,,1,23.3–38.1,1.5–45.2,7.9–53.8,4,51.0–58.6,,,3,44.7–54.5,,
1001+,Al-Ayen University,https://www.timeshighereducation.com/world-university-rankings/al-ayen-university,Iraq,,,3,44.7–54.5,,,1.5–45.2,7.9–53.8,5,22.1–34.3,,,1,23.3–38.1,,
1001+,Al-Azhar University,https://www.timeshighereducation.com/world-university-rankings/al-azhar-university,Egypt,3,54.7–63.8,,,16,45.2–58.6,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Al-Bayan University,https://www.timeshighereducation.com/world-university-rankings/al-bayan-university,Iraq,5,22.1–34.3,,,,,1.5–45.2,7.9–53.8,3,44.7–54.5,,,,,,
1001+,Al-Esraa University College,https://www.timeshighereducation.com/world-university-rankings/al-esraa-university-college,Iraq,1,23.3–38.1,,,,,1.5–45.2,7.9–53.8,,,5,22.1–34.3,,,,
1001+,Alex Ekwueme Federal University Ndufu-Alike,https://www.timeshighereducation.com/world-university-rankings/alex-ekwueme-federal-university-ndufu-alike,Nigeria,13,48.0–56.4,16,29.1–45.0,3,1.0–32.0,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Al-Farahidi University,https://www.timeshighereducation.com/world-university-rankings/al-farahidi-university,Iraq,,,,,11,20.9–38.4,1.5–45.2,7.9–53.8,,,,,7,11.1–38.6,3,1.0–32.0
1001+,Al-Furat Al-Awsat Technical University,https://www.timeshighereducation.com/world-university-rankings/al-furat-al-awsat-technical-university,Iraq,,,,,,,1.5–45.2,7.9–53.8,3,44.7–54.5,9,33.9–50.8,7,56.2–61.7,,
1001+,University of Alkafeel,https://www.timeshighereducation.com/world-university-rankings/university-alkafeel,Iraq,,,,,,,1.5–45.2,7.9–53.8,6,42.8–49.1,,,8,35.7–48.3,3,54.7–63.8
1001+,Al-Kitab University,https://www.timeshighereducation.com/world-university-rankings/al-kitab-university,Iraq,,,,,16,29.1–45.0,1.5–45.2,7.9–53.8,1,23.3–38.1,,,,,3,44.7–54.5
1001+,Al-Maarif University College,https://www.timeshighereducation.com/world-university-rankings/al-maarif-university-college,Iraq,,,,,3,44.7–54.5,45.3–53.3,7.9–53.8,,,,,7,51.9–56.1,4,51.0–58.6
1001+,Al-Manara College for Medical Sciences,https://www.timeshighereducation.com/world-university-rankings/al-manara-college-medical-sciences,Iraq,,,11,20.9–38.4,,,1.5–45.2,7.9–53.8,3,54.7–63.8,,,,,5,5.0–21.9
1001+,Al-Muthanna University,https://www.timeshighereducation.com/world-university-rankings/al-muthanna-university,Iraq,4,2.8–35.7,,,,,1.5–45.2,7.9–53.8,3,1.0–32.0,5,5.0–21.9,,,,
1001+,Al-Nahrain University,https://www.timeshighereducation.com/world-university-rankings/al-nahrain-university,Iraq,,,7,11.1–38.6,,,1.5–45.2,7.9–53.8,,,,,3,44.7–54.5,,
1001+,Al-Nisour University College,https://www.timeshighereducation.com/world-university-rankings/al-nisour-university-college,Iraq,,,,,,,1.5–45.2,7.9–53.8,3,32.1–44.6,5,34.4–43.6,,,,
1001+,Al-Noor University College,https://www.timeshighereducation.com/world-university-rankings/al-noor-university-college,Iraq,,,11,20.9–38.4,13,25.7–41.3,1.5–45.2,7.9–53.8,,,,,3,1.0–32.0,,
1001+,University of Al-Qadisiyah,https://www.timeshighereducation.com/world-university-rankings/university-al-qadisiyah,Iraq,,,2,38.4–48.2,7,56.2–61.7,1.5–45.2,7.9–53.8,,,,,12,26.1–49.1,,
1001+,Al-Qasim Green University,https://www.timeshighereducation.com/world-university-rankings/al-qasim-green-university,Iraq,,,,,1,5.8–23.2,1.5–45.2,7.9–53.8,2,15.3–38.3,4,43.6–50.9,,,,
1001+,Al Turath University,https://www.timeshighereducation.com/world-university-rankings/al-turath-university,Iraq,1,23.3–38.1,,,5,22.1–34.3,1.5–45.2,7.9–53.8,,,,,,,7,51.9–56.1
1001+,Al Yamamah University,https://www.timeshighereducation.com/world-university-rankings/al-yamamah-university,Saudi Arabia,,,,,5,34.4–43.6,1.5–45.2,7.9–53.8,,,,,8,48.4–57.7,10,51.8–57.5
1001+,American International University – Bangladesh,https://www.timeshighereducation.com/world-university-rankings/american-international-university-bangladesh,Bangladesh,,,,,8,73.6,53.4–61.0,7.9–53.8,,,,,5,22.1–34.3,4,43.6–50.9
1001+,American University of Ras Al Khaimah,https://www.timeshighereducation.com/world-university-rankings/american-university-ras-al-khaimah-0,United Arab Emirates,,,5,22.1–34.3,,,1.5–45.2,7.9–53.8,8,35.7–48.3,,,,,7,11.1–38.6
1001+,American University of Science,https://www.timeshighereducation.com/world-university-rankings/american-university-science,United States,,,5,43.7–51.5,,,1.5–45.2,7.9–53.8,,,,,10,57.6–65.1,4,51.0–58.6
1001+,"Amity University, Chhattisgarh",https://www.timeshighereducation.com/world-university-rankings/amity-university-chhattisgarh,India,9,17.2–33.8,6,24.8–42.6,,,1.5–45.2,7.9–53.8,,,,,,,,
1001+,"Amity University Rajasthan, Jaipur",https://www.timeshighereducation.com/world-university-rankings/amity-university-rajasthan-jaipur,India,7,38.7–51.8,,,,,1.5–45.2,7.9–53.8,,,6,49.3–57.0,,,4,43.6–50.9
1001+,University of Anbar,https://www.timeshighereducation.com/world-university-rankings/university-anbar,Iraq,11,38.5–52.3,15,38.2–47.7,8,1.4–35.6,45.3–53.3,7.9–53.8,,,,,,,,
1001+,Andhra University,https://www.timeshighereducation.com/world-university-rankings/andhra-university,India,9,51.0–60.2,,,8,62.4–66.3,1.5–45.2,7.9–53.8,,,4,43.6–50.9,,,,
1001+,Andijan Machine-Building Institute,https://www.timeshighereducation.com/world-university-rankings/andijan-machine-building-institute,Uzbekistan,,,,,,,1.5–45.2,7.9–53.8,5,22.1–34.3,,,,,4,43.6–50.9
1001+,Andijan State University,https://www.timeshighereducation.com/world-university-rankings/andijan-state-university,Uzbekistan,,,2,15.3–38.3,,,1.5–45.2,7.9–53.8,,,,,4,43.6–50.9,,
1001+,Andijan State Medical Institute,https://www.timeshighereducation.com/world-university-rankings/andijan-state-medical-institute,Uzbekistan,,,,,,,1.5–45.2,7.9–53.8,,,5,34.4–43.6,,,4,35.8–43.5
1001+,Andijan State Pedagogical Institute (ASPI),https://www.timeshighereducation.com/world-university-rankings/andijan-state-pedagogical-institute-aspi,Uzbekistan,10,25.6–39.9,,,,,1.5–45.2,7.9–53.8,,,,,,,8,1.4–35.6
1001+,Andrés Bello Catholic University (UCAB),https://www.timeshighereducation.com/world-university-rankings/andres-bello-catholic-university-ucab,Venezuela,,,1,54.5–60.1,,,45.3–53.3,7.9–53.8,,,13,41.4–47.9,,,,
1001+,Anglo-American University,https://www.timeshighereducation.com/world-university-rankings/anglo-american-university,Czech Republic,,,,,16,2.5–29.0,1.5–45.2,7.9–53.8,,,5,5.0–21.9,,,8,1.4–35.6
1001+,Ankara Science University,https://www.timeshighereducation.com/world-university-rankings/ankara-science-university,Turkey,,,,,,,1.5–45.2,7.9–53.8,11,1.5–20.8,5,5.0–21.9,8,1.4–35.6,,
1001+,Antonio Nariño University,https://www.timeshighereducation.com/world-university-rankings/antonio-narino-university,Colombia,,,,,16,45.2–58.6,1.5–45.2,7.9–53.8,1,38.2–49.4,,,,,3,44.7–54.5
1001+,Aqaba University of Technology,https://www.timeshighereducation.com/world-university-rankings/aqaba-university-technology,Jordan,,,10,40.0–51.7,3,44.7–54.5,1.5–45.2,7.9–53.8,,,,,,,4,58.7–62.5
1001+,Arab American University,https://www.timeshighereducation.com/world-university-rankings/arab-american-university,Palestine,8,35.7–48.3,,,1,38.2–49.4,45.3–53.3,7.9–53.8,3,44.7–54.5,,,,,,
1001+,Armenian State University of Economics,https://www.timeshighereducation.com/world-university-rankings/armenian-state-university-economics,Armenia,,,1,49.5–54.4,10,40.0–51.7,53.4–61.0,7.9–53.8,,,,,,,16,29.1–45.0
1001+,Ashikaga University,https://www.timeshighereducation.com/world-university-rankings/ashikaga-university,Japan,,,7,0.5–10.7,,,1.5–45.2,7.9–53.8,,,,,3,32.1–44.6,,
1001+,Ashur University College,https://www.timeshighereducation.com/world-university-rankings/ashur-university-college,Iraq,1,5.8–23.2,,,8,1.4–35.6,1.5–45.2,7.9–53.8,,,5,34.4–43.6,,,,
1001+,Universidad Autónoma de Ciudad Juárez,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-de-ciudad-juarez,Mexico,,,,,5,34.4–43.6,1.5–45.2,7.9–53.8,,,8,35.7–48.3,3,44.7–54.5,,
1001+,Autonomous University of Baja California,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-baja-california,Mexico,,,,,7,38.7–51.8,1.5–45.2,7.9–53.8,3,44.7–54.5,8,57.8–62.2,,,,
1001+,Autonomous University of Sinaloa,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-sinaloa,Mexico,,,,,,,61.1–70.5,7.9–53.8,,,4,51.0–58.6,5,43.7–51.5,,
1001+,University of Azad Jammu and Kashmir,https://www.timeshighereducation.com/world-university-rankings/university-azad-jammu-and-kashmir,Pakistan,1,38.2–49.4,,,,,1.5–45.2,7.9–53.8,3,32.1–44.6,,,,,4,2.8–35.7
1001+,Azerbaijan University of Architecture and Construction,https://www.timeshighereducation.com/world-university-rankings/azerbaijan-university-architecture-and-construction,Azerbaijan,,,,,5,34.4–43.6,1.5–45.2,7.9–53.8,4,2.8–35.7,,,8,1.4–35.6,,
1001+,Azerbaijan State University of Economics,https://www.timeshighereducation.com/world-university-rankings/azerbaijan-state-university-economics,Azerbaijan,,,,,8,35.7–48.3,45.3–53.3,7.9–53.8,10,51.8–57.5,,,,,4,51.0–58.6
1001+,Babcock University,https://www.timeshighereducation.com/world-university-rankings/babcock-university,Nigeria,,,5,51.6–56.0,,,45.3–53.3,7.9–53.8,8,35.7–48.3,4,51.0–58.6,,,,
1001+,Bakhtar University,https://www.timeshighereducation.com/world-university-rankings/bakhtar-university,Afghanistan,,,5,22.1–34.3,,,1.5–45.2,7.9–53.8,1,23.3–38.1,,,,,4,51.0–58.6
1001+,Baku Engineering University,https://www.timeshighereducation.com/world-university-rankings/baku-engineering-university,Azerbaijan,,,1,38.2–49.4,,,1.5–45.2,7.9–53.8,,,,,5,22.1–34.3,,
1001+,Baku State University,https://www.timeshighereducation.com/world-university-rankings/baku-state-university,Azerbaijan,,,8,35.7–48.3,5,34.4–43.6,1.5–45.2,7.9–53.8,,,,,,,,
1001+,University of Balamand,https://www.timeshighereducation.com/world-university-rankings/university-balamand-0,Lebanon,11,38.5–52.3,14,28.2–42.9,,,1.5–45.2,7.9–53.8,,,,,3,68.3–73.4,,
1001+,University of Balochistan,https://www.timeshighereducation.com/world-university-rankings/university-balochistan,Pakistan,,,3,44.7–54.5,,,1.5–45.2,7.9–53.8,,,4,51.0–58.6,,,,
1001+,"Balochistan University of Engineering and Technology, Khuzdar",https://www.timeshighereducation.com/world-university-rankings/balochistan-university-engineering-and-technology-khuzdar,Pakistan,6,24.8–42.6,2,15.3–38.3,,,1.5–45.2,7.9–53.8,11,20.9–38.4,,,,,,
1001+,"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",https://www.timeshighereducation.com/world-university-rankings/balochistan-university-information-technology-engineering-and-management,Pakistan,16,45.2–58.6,,,8,35.7–48.3,1.5–45.2,7.9–53.8,,,,,4,51.0–58.6,,
1001+,Banasthali University,https://www.timeshighereducation.com/world-university-rankings/banasthali-university,India,,,,,9,51.0–60.2,1.5–45.2,7.9–53.8,,,,,,,4,35.8–43.5
1001+,Baqai Medical University,https://www.timeshighereducation.com/world-university-rankings/baqai-medical-university,Pakistan,,,,,3,54.7–63.8,1.5–45.2,7.9–53.8,,,,,,,8,35.7–48.3
1001+,University of Batna 1,https://www.timeshighereducation.com/world-university-rankings/university-batna-1-0,Algeria,,,,,,,1.5–45.2,7.9–53.8,5,22.1–34.3,4,43.6–50.9,,,,
1001+,University of Béjaïa,https://www.timeshighereducation.com/world-university-rankings/university-bejaia,Algeria,1,38.2–49.4,2,38.4–48.2,,,1.5–45.2,7.9–53.8,,,,,,,8,35.7–48.3
1001+,Belarusian State University of Informatics and Radioelectronics,,,3,44.7–54.5,10,40.0–51.7,7,1.5–45.2,56.2–61.7,7.9–53.8,,,,,,,,
1001+,Benguet State University,https://www.timeshighereducation.com/world-university-rankings/benguet-state-university,Philippines,4,2.8–35.7,15,38.2–47.7,,,45.3–53.3,7.9–53.8,,,,,,,3,63.9–68.2
1001+,Beykent University,https://www.timeshighereducation.com/world-university-rankings/beykent-university,Turkey,,,1,54.5–60.1,3,44.7–54.5,1.5–45.2,7.9–53.8,,,,,7,38.7–51.8,,
1001+,Bezmiâlem Vakif University,https://www.timeshighereducation.com/world-university-rankings/bezmialem-vakif-university,Turkey,,,,,10,40.0–51.7,1.5–45.2,7.9–53.8,3,68.3–73.4,,,,,5,34.4–43.6
1001+,Bilad Alrafidain University College,https://www.timeshighereducation.com/world-university-rankings/bilad-alrafidain-university-college,Iraq,,,9,17.2–33.8,,,1.5–45.2,7.9–53.8,3,32.1–44.6,,,,,16,2.5–29.0
